the-wall-black.html:30 -	time	id	type	x	y	below wall
the-wall-black.html:156 -	1000	35	2	42.76616915422885	37.81094527363184	false
the-wall-black.html:156 -	1000	36	2	101.6831683168317	37.41089108910891	false
the-wall-black.html:156 -	1000	37	2	19.41791044776119	4.7860696517412915	false
the-wall-black.html:156 -	1000	38	2	95.77114427860697	53.830845771144276	false
the-wall-black.html:156 -	1000	39	2	40.21890547263683	21.8407960199005	false
the-wall-black.html:156 -	1000	40	2	82.25870646766168	59.50248756218904	false
the-wall-black.html:156 -	1000	41	2	116.88118811881192	35.01980198019802	false
the-wall-black.html:156 -	1000	42	2	57.15	72.07500000000002	false
the-wall-black.html:156 -	1000	43	2	7.0298507462686555	64.56218905472636	false
the-wall-black.html:156 -	1000	44	2	74.75621890547269	71.29850746268656	false
the-wall-black.html:156 -	1000	45	2	111.83500000000001	6.005000000000002	false
the-wall-black.html:156 -	1000	46	2	23.025000000000006	21.609999999999992	false
the-wall-black.html:156 -	1000	47	2	23.258706467661693	42.20398009950248	false
the-wall-black.html:156 -	1000	48	2	65.70500000000003	60.175	false
the-wall-black.html:156 -	1000	49	2	93.89054726368155	6.999999999999999	false
the-wall-black.html:156 -	1000	50	2	11.059701492537314	17.45771144278608	false
the-wall-black.html:156 -	1000	51	2	116.32500000000009	46.965	false
the-wall-black.html:156 -	1000	52	2	30.93532338308457	31.79601990049751	false
the-wall-black.html:156 -	1000	53	2	37.19801980198022	7.534653465346532	false
the-wall-black.html:156 -	1000	54	2	98.13499999999998	26.344999999999995	false
the-wall-black.html:156 -	1000	55	2	85.66831683168317	77.64356435643559	true
the-wall-black.html:156 -	1000	56	2	89.40298507462688	12.328358208955231	false
the-wall-black.html:156 -	1000	57	2	10.517412935323385	50.49751243781094	false
the-wall-black.html:156 -	1000	58	2	87.91044776119399	43.09452736318407	false
the-wall-black.html:156 -	1000	59	2	72.59203980099501	15.054726368159203	false
the-wall-black.html:156 -	1000	60	2	4.965346534653465	39.72772277227723	false
the-wall-black.html:156 -	1000	61	2	140.46268656716416	8.636815920398018	false
the-wall-black.html:156 -	1000	62	2	57.07425742574259	46.861386138613874	false
the-wall-black.html:156 -	1000	63	2	21.417910447761205	58.199004975124375	false
the-wall-black.html:156 -	1000	64	2	127.11940298507459	3.8855721393034828	false
the-wall-black.html:156 -	1000	65	2	142.25742574257433	18.069306930693067	false
the-wall-black.html:156 -	1000	66	2	72.08955223880601	47.368159203980085	false
the-wall-black.html:156 -	1000	67	2	111.34328358208955	14.044776119402982	false
the-wall-black.html:156 -	1000	68	2	52.81094527363182	16.587064676616926	false
the-wall-black.html:156 -	1000	19	2	129.68656716417908	32.457711442786064	false
the-wall-black.html:156 -	1000	20	2	73.0149253731343	76.09950248756218	true
the-wall-black.html:156 -	1000	21	2	114.4328358208955	5.925373134328356	false
the-wall-black.html:156 -	1000	22	2	115.92537313432835	61.18905472636817	false
